gene_cluster_id,focal,reference,type,genome_occurences,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,COG20_CATEGORY_ACC,COG20_CATEGORY,COG20_PATHWAY_ACC,COG20_PATHWAY,COG20_FUNCTION_ACC,COG20_FUNCTION,KEGG_BRITE_ACC,KEGG_BRITE,KEGG_Class_ACC,KEGG_Class,KEGG_Module_ACC,KEGG_Module,KOfam_ACC,KOfam,Pfam_ACC,Pfam
GC_00004937,conifer,broadleaf,accessory,18,6.08419233523735,0.926585649371988,0.304720633987924,3.0407709423731,0.00235973274266046,0.0370513197073438,,,,,,,,,,,,,,,PF12277.12,Protein of unknown function (DUF3618)
GC_00002434,conifer,broadleaf,accessory,79,5.81763097144187,0.915885418030619,0.31166704738444,2.93866620073209,0.00329627872107223,0.0444836607134253,E,Amino acid transport and metabolism,,,COG1760,L-serine deaminase (SdaA) (PDB:4RQO),ko00001|ko00001|ko01000,"KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]|KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00270 Cysteine and methionine metabolism [PATH:ko00270]|Enzymes>>>4. Lyases>>>4.3  Carbon-nitrogen lyases>>>4.3.1  Ammonia-lyases>>>4.3.1.17  L-serine ammonia-lyase",,,,,K01752,L-serine dehydratase [EC:4.3.1.17],PF03313.19_or_PF03315.19,Serine dehydratase alpha chain_or_Serine dehydratase beta chain
GC_00003175,conifer,broadleaf,accessory,38,9.81052945051356,0.912693410609636,0.303155555645792,3.01064385465537,0.00260694427056215,0.038880540147195,X,"Mobilome: prophages, transposons",,,COG3547,Transposase,ko00001,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair,,,,,K07486,transposase,PF02371.20_or_PF01548.21,Transposase IS116/IS110/IS902 family_or_Transposase
GC_00000105,conifer,broadleaf,core,96,8.30763102055987,0.909012296980867,0.283136766054233,3.21050603794334,0.00132501484829891,0.0262685427505538,Q|V,"Secondary metabolites biosynthesis, transport and catabolism|Defense mechanisms",COG2124,Biotin biosynthesis,COG2124,Cytochrome P450 (CypX) (PDB:3A4Z),ko00199,"Cytochrome P450>>>Cytochrome P450, fungi type>>>CYP5081 family",,,,,K21117,cytochrome P450 family 114,PF00067.26,Cytochrome P450
GC_00002472,conifer,broadleaf,accessory,78,6.2351681755277,0.885135824395341,0.275637359353555,3.21123314514124,0.00132166658764052,0.0262685427505538,,,,,,,,,,,,,,,PF11026.12,Protein of unknown function (DUF2721)
GC_00000403,conifer,broadleaf,core,101,13.9425841805277,0.878410870420159,0.250297376870281,3.50946894211922,4.49002493870699e-4,0.0146789384248873,P,Inorganic ion transport and metabolism,,,COG2216,"K+ transport ATPase, ATPase subunit KdpB (KdpB) (PDB:5MRW)",ko00001|ko01000,KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]|Enzymes>>>7. Translocases>>>7.2  Catalysing the translocation of inorganic cations>>>7.2.2  Linked to the hydrolysis of a nucleoside triphosphate>>>7.2.2.6  P-type K+ transporter,,,,,K01547,potassium-transporting ATPase ATP-binding subunit [EC:7.2.2.6],PF00122.24,E1-E2 ATPase
GC_00000579,conifer,broadleaf,core,104,16.9464608784332,0.877537853950668,0.275682553966571,3.18314612703812,0.00145684070684081,0.0279468053068073,T,Signal transduction mechanisms,,,COG1217,Predicted membrane GTPase TypA/BipA involved in stress response (TypA) (PDB:5A9V),ko00001,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99995 Signaling proteins,,,,,K06207,GTP-binding protein,PF00009.31_or_PF21018.1,Elongation factor Tu GTP binding domain_or_TypA/BipA C-terminal domain
GC_00000423,conifer,broadleaf,core,104,23.4974014006151,0.872094660914876,0.257736430310302,3.3836685790399,7.15242834385521e-4,0.0193510897176896,C,Energy production and conversion,COG1053,TCA cycle,COG1053,"Succinate dehydrogenase/fumarate reductase, flavoprotein subunit (SdhA) (PDB:1KF6)",ko00001|ko00001|ko00001|ko00001|ko01000,KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00020 Citrate cycle (TCA cycle) [PATH:ko00020]|KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00650 Butanoate metabolism [PATH:ko00650]|KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190]|KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]|Enzymes>>>1. Oxidoreductases>>>1.3  Acting on the CH-CH group of donors>>>1.3.5  With a quinone or related compound as acceptor>>>1.3.5.1  succinate dehydrogenase,M00009|M00011|M00173|M00376|M00374|M00149|M00613|M00614,Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; ATP synthesis|Signature modules; Module set; Metabolic capacity|Signature modules; Module set; Metabolic capacity,M00009|M00011|M00173|M00376|M00374|M00149|M00613|M00614,"Citrate cycle (TCA cycle, Krebs cycle)|Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate|Reductive citrate cycle (Arnon-Buchanan cycle)|3-Hydroxypropionate bi-cycle|Dicarboxylate-hydroxybutyrate cycle|Succinate dehydrogenase, prokaryotes|Anoxygenic photosynthesis in green nonsulfur bacteria|Anoxygenic photosynthesis in green sulfur bacteria",K00239,succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1],PF00890.28_or_PF02910.24,FAD binding domain_or_Fumarate reductase flavoprotein C-term
GC_00003496,conifer,broadleaf,accessory,28,9.00127095621771,0.848998573401195,0.281319336173983,3.01791759126052,0.0025451810686771,0.0383333717318773,X_or_V,"Mobilome: prophages, transposons_or_Defense mechanisms",COG3415,CRISPR-Cas system,COG2826_or_COG3415,"Transposase and inactivated derivatives, IS30 family (Tra8)_or_CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)",ko00001,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair,,,,,K07497,putative transposase,PF00665.30_or_PF13683.10_or_PF13011.10,Integrase core domain_or_leucine-zipper of insertion element IS481
GC_00000292,conifer,broadleaf,core,104,26.0774616599227,0.847899034697617,0.253528918360007,3.34438785201463,8.24643625988787e-4,0.0208950688905833,C,Energy production and conversion,COG0074,TCA cycle,COG0074,"Succinyl-CoA synthetase, alpha subunit (SucD) (PDB:1CQI)",ko00001|ko00001|ko00001|ko00001|ko01000_or_ko00001|ko00001|ko00001|ko01000|ko01004,KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00020 Citrate cycle (TCA cycle) [PATH:ko00020]|KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00640 Propanoate metabolism [PATH:ko00640]|KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00660 C5-Branched dibasic acid metabolism [PATH:ko00660]|KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]|Enzymes>>>6. Ligases>>>6.2  Forming carbon-sulfur bonds>>>6.2.1  Acid-thiol ligases>>>6.2.1.5  succinate---CoA ligase (ADP-forming)_or_KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00010 Glycolysis / Gluconeogenesis [PATH:ko00010]|KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00620 Pyruvate metabolism [PATH:ko00620]|KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00640 Propanoate metabolism [PATH:ko00640]|Enzymes>>>6. Ligases>>>6.2  Forming carbon-sulfur bonds>>>6.2.1  Acid-thiol ligases>>>6.2.1.13  acetate---CoA ligase (ADP-forming)|Lipid biosynthesis proteins>>>Acyl-CoA synthetase>>>Short/medium chain acyl-CoA synthetase,M00009|M00011|M00173|M00374|M00620|M00614,Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Signature modules; Module set; Metabolic capacity,M00009|M00011|M00173|M00374|M00620|M00614,"Citrate cycle (TCA cycle, Krebs cycle)|Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate|Reductive citrate cycle (Arnon-Buchanan cycle)|Dicarboxylate-hydroxybutyrate cycle|Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate|Anoxygenic photosynthesis in green sulfur bacteria",K01902,succinyl-CoA synthetase alpha subunit [EC:6.2.1.5],PF02629.23_or_PF00549.23,CoA binding domain_or_CoA-ligase
GC_00000809,conifer,broadleaf,core,102,10.2715211874199,0.838212359483419,0.223627916356939,3.74824562665747,1.78075817240078e-4,0.00891553212467906,R,General function prediction only,,,COG3383,Predicted molibdopterin-dependent oxidoreductase YjgC (YjgC) (PDB:1AA6),ko00001|ko00001|ko01000,KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]|KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00680 Methane metabolism [PATH:ko00680]|Enzymes>>>1. Oxidoreductases>>>1.17  Acting on CH or CH2 groups>>>1.17.1  With NAD+ or NADP+ as acceptor>>>1.17.1.9  formate dehydrogenase,,,,,K00123,formate dehydrogenase major subunit [EC:1.17.1.9],PF00384.26_or_PF13510.10,Molybdopterin oxidoreductase_or_2Fe-2S iron-sulfur cluster binding domain
GC_00001735,conifer,broadleaf,core,101,23.4081995106252,0.828006649903714,0.276242195381332,2.99739382233301,0.00272298694697597,0.0398904454354422,P,Inorganic ion transport and metabolism,,,COG0753,Catalase (KatE) (PDB:6RJR),ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko01000,KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]|KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00380 Tryptophan metabolism [PATH:ko00380]|KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>04016 MAPK signaling pathway - plant [PATH:ko04016]|KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>04011 MAPK signaling pathway - yeast [PATH:ko04011]|KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>04068 FoxO signaling pathway [PATH:ko04068]|KEGG Orthology (KO)>>>09140 Cellular Processes>>>09141 Transport and catabolism>>>04146 Peroxisome [PATH:ko04146]|Enzymes>>>1. Oxidoreductases>>>1.11  Acting on a peroxide as acceptor>>>1.11.1  Peroxidases>>>1.11.1.6  catalase,M00532,Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism,M00532,Photorespiration,K03781,catalase [EC:1.11.1.6],PF00199.23,Catalase
GC_00001901,conifer,broadleaf,core,101,24.1718457999796,0.827827814824777,0.242425178204213,3.41477655479925,6.38343543286125e-4,0.0179524270568617,C,Energy production and conversion,,,COG1282,NAD/NADP transhydrogenase beta subunit (PntB) (PDB:1D4O),ko00001|ko01000,KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]|Enzymes>>>7. Translocases>>>7.1  Catalysing the translocation of protons>>>7.1.1  Linked to oxidoreductase reactions>>>7.1.1.1  proton-translocating NAD(P)+ transhydrogenase,,,,,K00325,H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1],PF02233.20,NAD(P) transhydrogenase beta subunit
GC_00006371,conifer,broadleaf,accessory,12,7.35511739383647,0.817081560037557,0.271399382006738,3.01062424680566,0.0026071126020562,0.038880540147195,P,Inorganic ion transport and metabolism,,,COG5478,Low affinity Fe/Cu permease (Fet4),,,,,,,,,PF04120.16,Low affinity iron permease
GC_00000570,conifer,broadleaf,core,104,25.0859461957343,0.800547881125863,0.244164194823247,3.27872758618596,0.00104276243452281,0.0230622604450773,J,"Translation, ribosomal structure and biogenesis",COG0539,Ribosome 30S subunit,COG0539,Ribosomal protein S1 (RpsA) (PDB:4NNH),ko00001|ko03011,KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]|Ribosome>>>Ribosomal proteins>>>Bacteria>>>Small subunit,,,,,K02945,small subunit ribosomal protein S1,PF00575.27,S1 RNA binding domain
GC_00005695,conifer,broadleaf,accessory,9,11.229474576944,0.799267913881581,0.248240741274458,3.21972900088105,0.00128311831722357,0.0260977100592436,,,,,,,,,,,,,,,PF18315.5,Integron cassette protein VCH_CASS1 chain
GC_00000120,conifer,broadleaf,core,103,15.328140996801,0.790007676530549,0.202606462241644,3.89922250154256,9.65020654660791e-5,0.00653695570557739,L,"Replication, recombination and repair",,,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",ko00001|ko01000|ko03400|ko03400,KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03440 Homologous recombination [PATH:ko03440]|Enzymes>>>5. Isomerases>>>5.6  Isomerases altering macromolecular conformation>>>5.6.2  Enzymes altering nucleic acid conformation>>>5.6.2.4  DNA 3'-5' helicase|DNA repair and recombination proteins>>>Prokaryotic type>>>DSBR (double strand breaks repair)>>>HR (homologous recombination)>>>RecBC pathway proteins|DNA repair and recombination proteins>>>Prokaryotic type>>>DSBR (double strand breaks repair)>>>HR (homologous recombination)>>>RecFOR pathway proteins,,,,,K03551,holliday junction DNA helicase RuvB [EC:5.6.2.4],PF05496.16_or_PF05491.17_or_PF17864.5,Holliday junction DNA helicase RuvB P-loop domain_or_RuvB C-terminal winged helix domain_or_RuvB AAA lid domain
GC_00000429,conifer,broadleaf,core,104,12.1210040977603,0.751621630303253,0.236341050543888,3.18024155589374,0.00147152333497841,0.0281691609838725,C,Energy production and conversion,,,COG3808,Na+ or H+-translocating membrane pyrophosphatase (OVP1) (PDB:4A01) (PUBMED:11342551),ko01000|ko02000,Enzymes>>>7. Translocases>>>7.2  Catalysing the translocation of inorganic cations>>>7.2.3>>>7.2.3.1  Na+-exporting diphosphatase|Transporters>>>Other transporters>>>Primary active transporters [TC:3],,,,,K15987,K(+)-stimulated pyrophosphate-energized sodium pump [EC:7.2.3.1],PF03030.20,Inorganic H+ pyrophosphatase
GC_00000121,conifer,broadleaf,accessory,85,9.63613502382476,0.751019667165277,0.230696806383555,3.25544024184121,0.00113216719235495,0.0243515973185661,,,,,,,ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko01000|ko03036,KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00564 Glycerophospholipid metabolism [PATH:ko00564]|KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00565 Ether lipid metabolism [PATH:ko00565]|KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00590 Arachidonic acid metabolism [PATH:ko00590]|KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00591 Linoleic acid metabolism [PATH:ko00591]|KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00592 alpha-Linolenic acid metabolism [PATH:ko00592]|KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>04014 Ras signaling pathway [PATH:ko04014]|Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.1  Carboxylic-ester hydrolases>>>3.1.1.4  phospholipase A2|Chromosome and associated proteins>>>Eukaryotic type>>>Centrosome formation proteins>>>Centriole proteins,,,,,K01047,secretory phospholipase A2 [EC:3.1.1.4],PF08398.14,Phospholipase A2-like domain
GC_00001237,conifer,broadleaf,core,104,12.2165355740081,0.744590637425007,0.207588825326202,3.5868531760077502,3.34692650202987e-4,0.0121988777145985,E|F,Amino acid transport and metabolism|Nucleotide transport and metabolism,COG0458,Arginine biosynthesis,COG0458,Carbamoylphosphate synthase large subunit (CarB) (PDB:1C30),ko00001|ko00001|ko01000,"KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00240 Pyrimidine metabolism [PATH:ko00240]|KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]|Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.5  Carbon-nitrogen ligases with glutamine as amido-N-donor>>>6.3.5.5  carbamoyl-phosphate synthase (glutamine-hydrolysing)",M00051,Pathway modules; Nucleotide metabolism; Pyrimidine metabolism,M00051,"De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP",K01955,carbamoyl-phosphate synthase large subunit [EC:6.3.5.5],PF02786.21,"Carbamoyl-phosphate synthase L chain, ATP binding domain"
GC_00000286,conifer,broadleaf,core,104,12.3876494815851,0.741882970019708,0.20959575970174,3.53958959415698,4.00749714625234e-4,0.0139828345689975,K,Transcription,COG0568,RNA polymerase,COG0568,"DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32) (RpoD) (PDB:1SIG)",ko03021,Transcription machinery>>>Prokaryotic type>>>Bacterial type>>>RNA polymerase>>>Sigma factors,,,,,K03089,RNA polymerase sigma-32 factor,PF04542.18_or_PF04545.20,"Sigma-70 region 2_or_Sigma-70, region 4"
GC_00001102,conifer,broadleaf,accessory,73,13.3330115957752,0.728824521510659,0.230370109935992,3.16371130661509,0.00155771227319532,0.0290858078552372,I,Lipid transport and metabolism,COG1012,Proline degradation,COG1012,Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S),ko00001|ko00001|ko00001|ko00001|ko01000|ko01000,"KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00640 Propanoate metabolism [PATH:ko00640]|KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00562 Inositol phosphate metabolism [PATH:ko00562]|KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00280 Valine, leucine and isoleucine degradation [PATH:ko00280]|KEGG Orthology (KO)>>>09100 Metabolism>>>09106 Metabolism of other amino acids>>>00410 beta-Alanine metabolism [PATH:ko00410]|Enzymes>>>1. Oxidoreductases>>>1.2  Acting on the aldehyde or oxo group of donors>>>1.2.1  With NAD+ or NADP+ as acceptor>>>1.2.1.18  malonate-semialdehyde dehydrogenase (acetylating)|Enzymes>>>1. Oxidoreductases>>>1.2  Acting on the aldehyde or oxo group of donors>>>1.2.1  With NAD+ or NADP+ as acceptor>>>1.2.1.27  methylmalonate-semialdehyde dehydrogenase (CoA-acylating)",M00013,Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism,M00013,"Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA",K00140,malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27],PF00171.26,Aldehyde dehydrogenase family
GC_00000572,conifer,broadleaf,core,104,20.1759834335837,0.721456713338694,0.242796682272062,2.97144387059736,0.00296403048746145,0.04208204670134,O,"Posttranslational modification, protein turnover, chaperones",,,COG0719,Fe-S cluster assembly scaffold protein SufB (SufB) (PDB:1VH4),ko00001,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99996 General function prediction only,,,,,K09014,Fe-S cluster assembly protein SufB,PF01458.21,"SUF system FeS cluster assembly, SufBD"
GC_00003886,conifer,broadleaf,accessory,18,8.7789310993416,0.710147261437935,0.238007082013285,2.98372323811061,0.00284764220676366,0.0414307277905711,M,Cell wall/membrane/envelope biogenesis,,,COG2148,"Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid) (WcaJ) (PDB:5W7L)",ko00001,KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00543 Exopolysaccharide biosynthesis [PATH:ko00543],,,,,K16566,exopolysaccharide production protein ExoY,PF02397.20,Bacterial sugar transferase
GC_00001059,conifer,broadleaf,core,104,11.2501565810997,0.671235728016922,0.228550165533175,2.93692952026975,0.00331479429591921,0.0444836607134253,I,Lipid transport and metabolism,COG0821,Isoprenoid biosynthesis,COG0821,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase IspG/GcpE (IspG) (PDB:2Y0F),ko00001|ko01000|ko01000,KEGG Orthology (KO)>>>09100 Metabolism>>>09109 Metabolism of terpenoids and polyketides>>>00900 Terpenoid backbone biosynthesis [PATH:ko00900]|Enzymes>>>1. Oxidoreductases>>>1.17  Acting on CH or CH2 groups>>>1.17.7  With an iron-sulfur protein as acceptor>>>1.17.7.1  (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (ferredoxin)|Enzymes>>>1. Oxidoreductases>>>1.17  Acting on CH or CH2 groups>>>1.17.7  With an iron-sulfur protein as acceptor>>>1.17.7.3  (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin),M00096,Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis,M00096,"C5 isoprenoid biosynthesis, non-mevalonate pathway",K03526,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3],PF04551.18,GcpE protein
GC_00000235,conifer,broadleaf,core,104,13.8111816486239,0.638070796140979,0.209764807827517,3.04183910899698,0.00235137540485429,0.0370513197073438,O,"Posttranslational modification, protein turnover, chaperones",,,COG0542,"ATP-dependent Clp protease, ATP-binding subunit ClpA (ClpA) (PDB:1KSF)",ko03110,Chaperones and folding catalysts>>>Heat shock proteins>>>HSP100,,,,,K03695,ATP-dependent Clp protease ATP-binding subunit ClpB,PF07724.18_or_PF10431.13_or_PF17871.5,"AAA domain (Cdc48 subfamily)_or_C-terminal, D2-small domain, of ClpB protein_or_AAA lid domain"
GC_00000165,conifer,broadleaf,accessory,52,31.5696682075553,0.598204009601268,0.1695921118917,3.527310338486,4.19804400642992e-4,0.0143281023276093,,,,,,,,,,,,,,,PF00392.25,"Bacterial regulatory proteins, gntR family"
GC_00000636,conifer,broadleaf,core,104,12.1721816571062,0.595648250004982,0.206304217783535,2.88723253651541,0.00388646879065348,0.0487789306066591,O,"Posttranslational modification, protein turnover, chaperones",,,COG0466,"ATP-dependent Lon protease, bacterial type (Lon) (PDB:6ON2)",ko00001|ko01000|ko01002_or_ko01000|ko01002,KEGG Orthology (KO)>>>09140 Cellular Processes>>>09143 Cell growth and death>>>04112 Cell cycle - Caulobacter [PATH:ko04112]|Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.21  Serine endopeptidases>>>3.4.21.53  endopeptidase La|Peptidases and inhibitors>>>Serine peptidases>>>Family S16: lon protease family_or_Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.21  Serine endopeptidases>>>3.4.21.-|Peptidases and inhibitors>>>Serine peptidases>>>Family S16: lon protease family,,,,,K01338_or_K07177,ATP-dependent Lon protease [EC:3.4.21.53]_or_Lon-like protease,PF05362.17_or_PF02190.20,Lon protease (S16) C-terminal proteolytic domain_or_ATP-dependent protease La (LON) substrate-binding domain
GC_00018727,broadleaf,conifer,accessory,2,1.52945819661365,3.5729707226948,0.76469113988136606,4.67243640778826,2.9764768785386e-6,0.00123280260532926,G,Carbohydrate transport and metabolism,,,COG4124,Beta-mannanase (ManB2) (PDB:1GVY),ko00001|ko00001|ko01000,"KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00051 Fructose and mannose metabolism [PATH:ko00051]|KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]|Enzymes>>>3. Hydrolases>>>3.2  Glycosylases>>>3.2.1  Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds>>>3.2.1.78  mannan endo-1,4-beta-mannosidase",,,,,K01218,"mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]",PF02156.19,Glycosyl hydrolase family 26
GC_00017598,broadleaf,conifer,accessory,3,0.99219919840955,3.26010422371673,0.910226582956446,3.58164031325893,3.41443673908182e-4,0.0123953575962205,L,"Replication, recombination and repair",,,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),,,,,,,,,PF00589.26,Phage integrase family
GC_00068211,broadleaf,conifer,accessory,1,0.944489240696321,3.1910693444995,0.872425096836718,3.65770007771422,2.54488588438177e-4,0.0105885845563866,,,,,,,,,,,,,,,PF06527.15,TniQ
GC_00016286,broadleaf,conifer,accessory,5,1.4744780037543,3.1774488105543,0.824900638483509,3.85191702166179,1.17196738881958e-4,0.00711931123128265,,,,,,,,,,,,,,,PF03779.18,SPW repeat
GC_00013464,broadleaf,conifer,accessory,6,1.79120021103379,3.14137629077378,0.820079421405969,3.83057568422838,1.27843801947946e-4,0.00732649511540683,C,Energy production and conversion,,,COG2010,"Cytochrome c, mono- and diheme variants (CccA) (PDB:1A2S)",ko00001|ko00001,KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190]|KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020],M00156,Pathway modules; Energy metabolism; ATP synthesis,M00156,"Cytochrome c oxidase, cbb3-type",K00406,cytochrome c oxidase cbb3-type subunit III,PF13442.10,"Cytochrome C oxidase, cbb3-type, subunit III"
GC_00039580,broadleaf,conifer,accessory,1,1.9790221398523,2.99063131065068,0.752226488006677,3.97570593209971,7.01707918559884e-5,0.00570540675085917,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,COG2931,"Ca2+-binding protein, RTX toxin-related (PDB:1AF0) (PUBMED:15135544)",,,,,,,,,,
GC_00006515,broadleaf,conifer,accessory,18,1.58567482120673,2.98346870279863,0.777967935552807,3.83495073055761,1.25589466896544e-4,0.00728545606916351,I|S,Lipid transport and metabolism|Function unknown,COG0671|COG4625,Phospholipid biosynthesis,COG0671|COG4625,"Membrane-associated phospholipid phosphatase (PgpB) (PDB:1D2T)|Uncharacterized conserved protein, contains a C-terminal beta-barrel porin domain",ko01000|ko02000|ko02044,Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.21  Serine endopeptidases>>>3.4.21.-|Transporters>>>Other transporters>>>Pores ion channels [TC:1]|Secretion system>>>Type V secretion system>>>Autotransporter-1 (AT-1) family,,,,,K12685,subtilase-type serine protease [EC:3.4.21.-],PF03797.23_or_PF12951.11,Autotransporter beta-domain_or_Passenger-associated-transport-repeat
GC_00018351,broadleaf,conifer,accessory,4,1.5776815187092,2.97990490799061,0.775518923815407,3.84246575612886,1.21804412776689e-4,0.00717928643616817,,,,,,,,,,,,,,,PF05857.15,TraX protein
