gene_cluster_id;focal;reference;comp;type;genome_occurences;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;KEGG_BRITE_ACC;KEGG_BRITE;split_level_1;split_level_2;split_level_3;split_level_4;split_level_5;split_level_6;KEGG_category;KOfam_function;KEGG_Class_ACC;KEGG_Class;KEGG_Module_ACC;KEGG_Module;KOfam_ACC;KOfam;COG20_CATEGORY_ACC;COG20_CATEGORY;COG20_PATHWAY_ACC;COG20_PATHWAY;COG20_FUNCTION_ACC;COG20_FUNCTION;Pfam_ACC;Pfam
GC_00003094;tree;shrub;tree_vs_shrub;accessory;58;26.996635745552;1.26392231063327;0.357692359263639;3.53354573532193;4.10025142178006e-4;0.0206825001065297;ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko01000|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00620 Pyruvate metabolism [PATH:ko00620];NA;NA;KEGG Orthology (KO);Metabolism;Carbohydrate metabolism;Pyruvate metabolism [PATH:ko00620];Metabolism > Carbohydrate metabolism > Pyruvate metabolism [PATH:ko00620];S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1];NA;NA;NA;NA;K00121;S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1];C;Energy production and conversion;NA;NA;COG1062;Zn-dependent alcohol/formaldehyde dehydrogenase (FrmA) (PDB:1A71);PF00107.30;Zinc-binding dehydrogenase
GC_00000972;tree;shrub;tree_vs_shrub;core;104;25.9317255348423;1.20423324611288;0.324969825070005;3.7056771220327;2.10826735794196e-4;0.0134084725352761;ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00620 Pyruvate metabolism [PATH:ko00620];NA;NA;KEGG Orthology (KO);Metabolism;Carbohydrate metabolism;Pyruvate metabolism [PATH:ko00620];Metabolism > Carbohydrate metabolism > Pyruvate metabolism [PATH:ko00620];malate dehydrogenase [EC:1.1.1.37];M00009|M00011|M00012|M00740|M00168|M00173|M00374|M00620|M00346|M00614;"Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Methane metabolism|Signature modules; Module set; Metabolic capacity";M00009|M00011|M00012|M00740|M00168|M00173|M00374|M00620|M00346|M00614;Citrate cycle (TCA cycle, Krebs cycle)|Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate|Glyoxylate cycle|Methylaspartate cycle|CAM (Crassulacean acid metabolism), dark|Reductive citrate cycle (Arnon-Buchanan cycle)|Dicarboxylate-hydroxybutyrate cycle|Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate|Formaldehyde assimilation, serine pathway|Anoxygenic photosynthesis in green sulfur bacteria;K00024;malate dehydrogenase [EC:1.1.1.37];C;Energy production and conversion;COG0039;TCA cycle;COG0039;Malate/lactate dehydrogenase (Mdh) (PDB:4WLO);PF00056.27;lactate/malate dehydrogenase, NAD binding domain
GC_00002510;shrub;tree;shrub_vs_tree;accessory;80;3.20171069626482;1.42992637111833;0.416473518293204;3.43341487107864;5.96029335966804e-4;0.02484407309979;ko00001|ko00001|ko00001|ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00620 Pyruvate metabolism [PATH:ko00620];NA;NA;KEGG Orthology (KO);Metabolism;Carbohydrate metabolism;Pyruvate metabolism [PATH:ko00620];Metabolism > Carbohydrate metabolism > Pyruvate metabolism [PATH:ko00620];methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7];M00174;"Pathway modules; Energy metabolism; Methane metabolism";M00174;Methane oxidation, methanotroph, methane => formaldehyde;K14029;methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7];NA;NA;NA;NA;NA;NA;PF02315.20;Methanol dehydrogenase beta subunit
GC_00004163;conifer;broadleaf;conifer_vs_broadleaf;accessory;36;2.36679296707505;1.82990760734418;0.533098034300618;3.43259117386331;5.97842833068144e-4;0.0173488659073787;ko00001|ko00001|ko00001|ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00620 Pyruvate metabolism [PATH:ko00620];NA;NA;KEGG Orthology (KO);Metabolism;Carbohydrate metabolism;Pyruvate metabolism [PATH:ko00620];Metabolism > Carbohydrate metabolism > Pyruvate metabolism [PATH:ko00620];pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12];M00307;"Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism";M00307;Pyruvate oxidation, pyruvate => acetyl-CoA;K00627;pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12];C;Energy production and conversion;COG0508;Pyruvate oxidation;COG0508;Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component (AceF) (PDB:1B5S);PF00198.27;2-oxoacid dehydrogenases acyltransferase (catalytic domain)
GC_00000539;conifer;broadleaf;conifer_vs_broadleaf;core;101;34.0364078374295;1.18425951904664;0.321572096009724;3.6827185372789;2.30759898074359e-4;0.0100269244993719;ko00001|ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00620 Pyruvate metabolism [PATH:ko00620];NA;NA;KEGG Orthology (KO);Metabolism;Carbohydrate metabolism;Pyruvate metabolism [PATH:ko00620];Metabolism > Carbohydrate metabolism > Pyruvate metabolism [PATH:ko00620];aldehyde dehydrogenase [EC:1.2.1.-];NA;NA;NA;NA;K00138;aldehyde dehydrogenase [EC:1.2.1.-];I;Lipid transport and metabolism;COG1012;Proline degradation;COG1012;Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S);PF00171.26;Aldehyde dehydrogenase family
GC_00003363;conifer;broadleaf-tree;conifer_vs_broadleaf-tree;accessory;44;2.23619497473727;2.92682014263724;0.849607796540235;3.44490734966865;5.7125516227314e-4;0.0328934898168358;ko00001|ko00001|ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00620 Pyruvate metabolism [PATH:ko00620];NA;NA;KEGG Orthology (KO);Metabolism;Carbohydrate metabolism;Pyruvate metabolism [PATH:ko00620];Metabolism > Carbohydrate metabolism > Pyruvate metabolism [PATH:ko00620];alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8];NA;NA;NA;NA;K00114;alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8];G;Carbohydrate transport and metabolism;NA;NA;COG4993;Glucose dehydrogenase, PQQ-dependent (Gcd) (PDB:1FLG);PF01011.25;PQQ enzyme repeat
GC_00009860;shrub;conifer;shrub_vs_conifer;accessory;11;2.02366443720073;2.25956249114973;0.72525438473517;3.11554475051512;0.00183605487288457;0.0290983504116047;ko00001|ko00001|ko00001|ko01000|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00620 Pyruvate metabolism [PATH:ko00620];NA;NA;KEGG Orthology (KO);Metabolism;Carbohydrate metabolism;Pyruvate metabolism [PATH:ko00620];Metabolism > Carbohydrate metabolism > Pyruvate metabolism [PATH:ko00620];glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81];NA;NA;NA;NA;K12972;glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81];H;Coenzyme transport and metabolism;COG0111;Serine biosynthesis;COG0111;Phosphoglycerate dehydrogenase or related dehydrogenase (SerA) (PDB:3OET);PF02826.23;D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
GC_00000972;tree;shrub;tree_vs_shrub;core;104;25.9317255348423;1.20423324611288;0.324969825070005;3.7056771220327;2.10826735794196e-4;0.0134084725352761;ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00710 Carbon fixation in photosynthetic organisms [PATH:ko00710];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Carbon fixation in photosynthetic organisms [PATH:ko00710];Metabolism > Energy metabolism > Carbon fixation in photosynthetic organisms [PATH:ko00710];malate dehydrogenase [EC:1.1.1.37];M00009|M00011|M00012|M00740|M00168|M00173|M00374|M00620|M00346|M00614;"Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Methane metabolism|Signature modules; Module set; Metabolic capacity";M00009|M00011|M00012|M00740|M00168|M00173|M00374|M00620|M00346|M00614;Citrate cycle (TCA cycle, Krebs cycle)|Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate|Glyoxylate cycle|Methylaspartate cycle|CAM (Crassulacean acid metabolism), dark|Reductive citrate cycle (Arnon-Buchanan cycle)|Dicarboxylate-hydroxybutyrate cycle|Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate|Formaldehyde assimilation, serine pathway|Anoxygenic photosynthesis in green sulfur bacteria;K00024;malate dehydrogenase [EC:1.1.1.37];C;Energy production and conversion;COG0039;TCA cycle;COG0039;Malate/lactate dehydrogenase (Mdh) (PDB:4WLO);PF00056.27;lactate/malate dehydrogenase, NAD binding domain
GC_00013826;conifer;broadleaf;conifer_vs_broadleaf;accessory;6;1.55580944735287;2.77969322893298;0.76809630520079;3.61893841971592;2.95814013370402e-4;0.0116641576015138;ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko01000|ko04131|ko03036|ko04147;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00710 Carbon fixation in photosynthetic organisms [PATH:ko00710];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Carbon fixation in photosynthetic organisms [PATH:ko00710];Metabolism > Energy metabolism > Carbon fixation in photosynthetic organisms [PATH:ko00710];fructose-bisphosphate aldolase, class I [EC:4.1.2.13];M00001|M00003|M00165|M00167|M00611|M00612;"Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Signature modules; Module set; Metabolic capacity|Signature modules; Module set; Metabolic capacity";M00001|M00003|M00165|M00167|M00611|M00612;Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate|Gluconeogenesis, oxaloacetate => fructose-6P|Reductive pentose phosphate cycle (Calvin cycle)|Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P|Oxygenic photosynthesis in plants and cyanobacteria|Anoxygenic photosynthesis in purple bacteria;K01623;fructose-bisphosphate aldolase, class I [EC:4.1.2.13];G;Carbohydrate transport and metabolism;COG3588;Glycolysis;COG3588;Fructose-bisphosphate aldolase class 1 (Fba1);PF00274.23;Fructose-bisphosphate aldolase class-I
GC_00001058;tree;shrub;tree_vs_shrub;core;104;43.5097607921863;1.76961448462356;0.383578630215338;4.61343345334466;3.96071113001351e-6;8.89371296000775e-4;ko00001|ko00001|ko00001|ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00720 Carbon fixation pathways in prokaryotes [PATH:ko00720];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes [PATH:ko00720];Metabolism > Energy metabolism > Carbon fixation pathways in prokaryotes [PATH:ko00720];isocitrate dehydrogenase [EC:1.1.1.42];M00009|M00010|M00740|M00173|M00614;"Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism|Pathway modules; Energy metabolism; Carbon fixation|Signature modules; Module set; Metabolic capacity";M00009|M00010|M00740|M00173|M00614;Citrate cycle (TCA cycle, Krebs cycle)|Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate|Methylaspartate cycle|Reductive citrate cycle (Arnon-Buchanan cycle)|Anoxygenic photosynthesis in green sulfur bacteria;K00031;isocitrate dehydrogenase [EC:1.1.1.42];C;Energy production and conversion;COG0538;TCA cycle;COG0538;Isocitrate dehydrogenase (Icd) (PDB:1IDD);PF00180.24;Isocitrate/isopropylmalate dehydrogenase
GC_00000972;tree;shrub;tree_vs_shrub;core;104;25.9317255348423;1.20423324611288;0.324969825070005;3.7056771220327;2.10826735794196e-4;0.0134084725352761;ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00720 Carbon fixation pathways in prokaryotes [PATH:ko00720];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes [PATH:ko00720];Metabolism > Energy metabolism > Carbon fixation pathways in prokaryotes [PATH:ko00720];malate dehydrogenase [EC:1.1.1.37];M00009|M00011|M00012|M00740|M00168|M00173|M00374|M00620|M00346|M00614;"Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Methane metabolism|Signature modules; Module set; Metabolic capacity";M00009|M00011|M00012|M00740|M00168|M00173|M00374|M00620|M00346|M00614;Citrate cycle (TCA cycle, Krebs cycle)|Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate|Glyoxylate cycle|Methylaspartate cycle|CAM (Crassulacean acid metabolism), dark|Reductive citrate cycle (Arnon-Buchanan cycle)|Dicarboxylate-hydroxybutyrate cycle|Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate|Formaldehyde assimilation, serine pathway|Anoxygenic photosynthesis in green sulfur bacteria;K00024;malate dehydrogenase [EC:1.1.1.37];C;Energy production and conversion;COG0039;TCA cycle;COG0039;Malate/lactate dehydrogenase (Mdh) (PDB:4WLO);PF00056.27;lactate/malate dehydrogenase, NAD binding domain
GC_00000423;conifer;broadleaf;conifer_vs_broadleaf;core;104;23.4974014006151;0.872094660914876;0.257736430310302;3.3836685790399;7.15242834385521e-4;0.0193510897176896;ko00001|ko00001|ko00001|ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00720 Carbon fixation pathways in prokaryotes [PATH:ko00720];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes [PATH:ko00720];Metabolism > Energy metabolism > Carbon fixation pathways in prokaryotes [PATH:ko00720];succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1];M00009|M00011|M00173|M00376|M00374|M00149|M00613|M00614;"Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; ATP synthesis|Signature modules; Module set; Metabolic capacity|Signature modules; Module set; Metabolic capacity";M00009|M00011|M00173|M00376|M00374|M00149|M00613|M00614;Citrate cycle (TCA cycle, Krebs cycle)|Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate|Reductive citrate cycle (Arnon-Buchanan cycle)|3-Hydroxypropionate bi-cycle|Dicarboxylate-hydroxybutyrate cycle|Succinate dehydrogenase, prokaryotes|Anoxygenic photosynthesis in green nonsulfur bacteria|Anoxygenic photosynthesis in green sulfur bacteria;K00239;succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1];C;Energy production and conversion;COG1053;TCA cycle;COG1053;Succinate dehydrogenase/fumarate reductase, flavoprotein subunit (SdhA) (PDB:1KF6);PF00890.28;FAD binding domain
GC_00000292;conifer;broadleaf;conifer_vs_broadleaf;core;104;26.0774616599227;0.847899034697617;0.253528918360007;3.34438785201463;8.24643625988787e-4;0.0208950688905833;ko00001|ko00001|ko00001|ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00720 Carbon fixation pathways in prokaryotes [PATH:ko00720];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes [PATH:ko00720];Metabolism > Energy metabolism > Carbon fixation pathways in prokaryotes [PATH:ko00720];succinyl-CoA synthetase alpha subunit [EC:6.2.1.5];M00009|M00011|M00173|M00374|M00620|M00614;"Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Signature modules; Module set; Metabolic capacity";M00009|M00011|M00173|M00374|M00620|M00614;Citrate cycle (TCA cycle, Krebs cycle)|Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate|Reductive citrate cycle (Arnon-Buchanan cycle)|Dicarboxylate-hydroxybutyrate cycle|Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate|Anoxygenic photosynthesis in green sulfur bacteria;K01902;succinyl-CoA synthetase alpha subunit [EC:6.2.1.5];C;Energy production and conversion;COG0074;TCA cycle;COG0074;Succinyl-CoA synthetase, alpha subunit (SucD) (PDB:1CQI);PF02629.23;CoA binding domain
GC_00010885;tree;shrub;tree_vs_shrub;accessory;9;14.2998238246547;2.93227036153543;0.673486283476697;4.35386797545207;1.33756279231802e-5;0.00202408143420124;ko00001|ko00001;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00680 Methane metabolism [PATH:ko00680];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Methane metabolism [PATH:ko00680];Metabolism > Energy metabolism > Methane metabolism [PATH:ko00680];formate dehydrogenase iron-sulfur subunit;NA;NA;NA;NA;K00124;formate dehydrogenase iron-sulfur subunit;C;Energy production and conversion;NA;NA;COG0437;Fe-S-cluster-containing dehydrogenase component (DMSO reductase) (HybA) (PDB:2VPW);PF13247.10;4Fe-4S dicluster domain
GC_00003094;tree;shrub;tree_vs_shrub;accessory;58;26.996635745552;1.26392231063327;0.357692359263639;3.53354573532193;4.10025142178006e-4;0.0206825001065297;ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko01000|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00680 Methane metabolism [PATH:ko00680];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Methane metabolism [PATH:ko00680];Metabolism > Energy metabolism > Methane metabolism [PATH:ko00680];S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1];NA;NA;NA;NA;K00121;S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1];C;Energy production and conversion;NA;NA;COG1062;Zn-dependent alcohol/formaldehyde dehydrogenase (FrmA) (PDB:1A71);PF00107.30;Zinc-binding dehydrogenase
GC_00000972;tree;shrub;tree_vs_shrub;core;104;25.9317255348423;1.20423324611288;0.324969825070005;3.7056771220327;2.10826735794196e-4;0.0134084725352761;ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00680 Methane metabolism [PATH:ko00680];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Methane metabolism [PATH:ko00680];Metabolism > Energy metabolism > Methane metabolism [PATH:ko00680];malate dehydrogenase [EC:1.1.1.37];M00009|M00011|M00012|M00740|M00168|M00173|M00374|M00620|M00346|M00614;"Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Methane metabolism|Signature modules; Module set; Metabolic capacity";M00009|M00011|M00012|M00740|M00168|M00173|M00374|M00620|M00346|M00614;Citrate cycle (TCA cycle, Krebs cycle)|Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate|Glyoxylate cycle|Methylaspartate cycle|CAM (Crassulacean acid metabolism), dark|Reductive citrate cycle (Arnon-Buchanan cycle)|Dicarboxylate-hydroxybutyrate cycle|Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate|Formaldehyde assimilation, serine pathway|Anoxygenic photosynthesis in green sulfur bacteria;K00024;malate dehydrogenase [EC:1.1.1.37];C;Energy production and conversion;COG0039;TCA cycle;COG0039;Malate/lactate dehydrogenase (Mdh) (PDB:4WLO);PF00056.27;lactate/malate dehydrogenase, NAD binding domain
GC_00002510;shrub;tree;shrub_vs_tree;accessory;80;3.20171069626482;1.42992637111833;0.416473518293204;3.43341487107864;5.96029335966804e-4;0.02484407309979;ko00001|ko00001|ko00001|ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00680 Methane metabolism [PATH:ko00680];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Methane metabolism [PATH:ko00680];Metabolism > Energy metabolism > Methane metabolism [PATH:ko00680];methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7];M00174;"Pathway modules; Energy metabolism; Methane metabolism";M00174;Methane oxidation, methanotroph, methane => formaldehyde;K14029;methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7];NA;NA;NA;NA;NA;NA;PF02315.20;Methanol dehydrogenase beta subunit
GC_00013826;conifer;broadleaf;conifer_vs_broadleaf;accessory;6;1.55580944735287;2.77969322893298;0.76809630520079;3.61893841971592;2.95814013370402e-4;0.0116641576015138;ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko01000|ko04131|ko03036|ko04147;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00680 Methane metabolism [PATH:ko00680];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Methane metabolism [PATH:ko00680];Metabolism > Energy metabolism > Methane metabolism [PATH:ko00680];fructose-bisphosphate aldolase, class I [EC:4.1.2.13];M00001|M00003|M00165|M00167|M00611|M00612;"Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Signature modules; Module set; Metabolic capacity|Signature modules; Module set; Metabolic capacity";M00001|M00003|M00165|M00167|M00611|M00612;Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate|Gluconeogenesis, oxaloacetate => fructose-6P|Reductive pentose phosphate cycle (Calvin cycle)|Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P|Oxygenic photosynthesis in plants and cyanobacteria|Anoxygenic photosynthesis in purple bacteria;K01623;fructose-bisphosphate aldolase, class I [EC:4.1.2.13];G;Carbohydrate transport and metabolism;COG3588;Glycolysis;COG3588;Fructose-bisphosphate aldolase class 1 (Fba1);PF00274.23;Fructose-bisphosphate aldolase class-I
GC_00003305;conifer;broadleaf;conifer_vs_broadleaf;accessory;52;12.4196245464349;2.34219314911626;0.440668984420535;5.31508509090142;1.0660749771965e-7;1.07934168802383e-4;ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00680 Methane metabolism [PATH:ko00680];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Methane metabolism [PATH:ko00680];Metabolism > Energy metabolism > Methane metabolism [PATH:ko00680];methylamine---glutamate N-methyltransferase subunit C [EC:2.1.1.21];NA;NA;NA;NA;K22083;methylamine---glutamate N-methyltransferase subunit C [EC:2.1.1.21];E;Amino acid transport and metabolism;COG0069;Glutamine biosynthesis;COG0069;Glutamate synthase domain 2 (GltB2) (PDB:1EA0);PF01645.21;Conserved region in glutamate synthase
GC_00003327;conifer;broadleaf;conifer_vs_broadleaf;accessory;52;4.35767279476984;2.22445738579173;0.420356322250431;5.29183758646191;1.21093410926296e-7;1.10340316036041e-4;ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00680 Methane metabolism [PATH:ko00680];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Methane metabolism [PATH:ko00680];Metabolism > Energy metabolism > Methane metabolism [PATH:ko00680];methylamine---glutamate N-methyltransferase subunit B [EC:2.1.1.21];NA;NA;NA;NA;K22082;methylamine---glutamate N-methyltransferase subunit B [EC:2.1.1.21];E;Amino acid transport and metabolism;COG0070;Glutamine biosynthesis;COG0070;Glutamate synthase domain 3 (GltB3) (PDB:1EA0);PF01493.23;GXGXG motif
GC_00005321;conifer;broadleaf;conifer_vs_broadleaf;accessory;23;4.34936086448462;1.3699894428001;0.337386236323942;4.06059671469437;4.89474558947478e-5;0.00455111447054022;ko00001|ko00001|ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00680 Methane metabolism [PATH:ko00680];NA;NA;KEGG Orthology (KO);Metabolism;Energy metabolism;Methane metabolism [PATH:ko00680];Metabolism > Energy metabolism > Methane metabolism [PATH:ko00680];2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12];M00001|M00002|M00003;"Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism";M00001|M00002|M00003;Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate|Glycolysis, core module involving three-carbon compounds|Gluconeogenesis, oxaloacetate => fructose-6P;K15633;2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12];G;Carbohydrate transport and metabolism;COG0696;Glycolysis;COG0696;Phosphoglycerate mutase (BPG-independent), AlkP superfamily (GpmI) (PDB:1EJJ);PF01676.22;Metalloenzyme superfamily
